date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,last_renovation
07-2014,170000.0,4,1.75,1920,7500,1.0,0,0,4,1,1920,0,53,53
04-2015,480000.0,5,2.75,2760,7200,1.0,0,0,3,1,1430,1330,36,36
05-2014,225000.0,3,1.0,1040,6535,1.0,0,0,3,1,1040,0,68,68
03-2015,242000.0,3,1.75,1300,9856,1.0,0,0,4,1,1300,0,53,53
07-2014,560000.0,3,2.5,1960,9686,1.0,0,0,3,1,1460,500,26,26
05-2014,685000.0,4,2.5,3030,7864,2.0,0,0,3,1,3030,0,16,16
04-2015,486000.0,4,3.0,2260,7336,2.0,0,0,4,1,2260,0,38,38
06-2014,749000.0,3,2.5,2670,10338,2.0,0,0,3,1,2670,0,28,28
11-2014,260000.0,3,2.5,1520,6298,2.0,0,0,3,1,1520,0,29,29
03-2015,565000.0,3,1.75,1130,5111,1.0,0,0,4,1,930,200,73,73
10-2014,355000.0,3,2.0,1480,2502,2.0,0,0,3,1,1480,0,24,24
04-2015,335000.0,4,2.25,2100,7305,1.0,0,0,4,1,1050,1050,52,52
06-2014,545000.0,3,1.75,1810,3000,1.5,0,0,4,1,1810,0,112,112
11-2014,540000.0,3,1.75,1680,4240,1.5,0,0,4,1,1680,0,89,89
09-2014,375000.0,4,2.5,2800,5000,2.0,0,0,3,1,2800,0,9,9
06-2014,269500.0,2,1.5,1480,7276,1.0,0,0,4,1,940,540,37,37
03-2015,570000.0,3,1.0,1700,4750,1.5,0,0,4,1,1200,500,106,106
08-2014,359950.0,2,1.0,1240,7590,1.0,0,0,4,1,1040,200,76,76
07-2014,615000.0,3,2.5,1910,3427,2.0,0,0,3,1,1910,0,14,14
06-2014,250000.0,4,2.0,2120,8701,1.5,0,0,4,1,2120,0,55,55
09-2014,530000.0,4,2.5,3020,6788,2.0,0,0,3,1,3020,0,13,13
02-2015,490000.0,4,2.0,1650,6480,2.0,0,0,5,1,1650,0,68,68
05-2014,210000.0,2,1.5,880,1157,2.0,0,0,3,1,880,0,8,8
11-2014,265500.0,3,1.0,1860,9225,1.0,0,0,3,1,1860,0,58,58
06-2014,310000.0,4,2.25,2192,12128,2.0,0,0,3,1,2192,0,9,9
04-2015,324500.0,3,2.5,1590,4108,2.0,0,0,3,1,1590,0,12,12
05-2014,400000.0,3,1.0,1630,10304,1.0,0,0,5,1,1630,0,62,62
07-2014,344000.0,2,1.0,1060,3325,1.5,0,0,4,1,770,290,83,83
05-2014,525000.0,3,2.5,2700,7434,2.0,0,0,3,1,2700,0,24,24
08-2014,385000.0,3,2.25,2110,8000,2.0,0,0,3,1,2110,0,40,40
02-2015,180000.0,3,1.0,1090,6771,1.5,0,0,3,1,1090,0,86,86
01-2015,350000.0,3,1.0,1050,5518,1.0,0,0,3,1,1050,0,67,67
04-2015,197400.0,3,2.0,1610,7575,1.0,0,0,4,1,1110,500,50,50
08-2014,267000.0,3,2.5,1760,6477,2.0,0,0,4,1,1760,0,29,29
10-2014,650000.0,4,2.5,2580,9450,1.0,0,0,4,1,1660,920,56,56
02-2015,600000.0,2,1.0,1370,5000,1.5,0,0,3,1,1370,0,110,110
04-2015,490000.0,2,1.75,1440,6265,1.0,0,0,3,1,1440,0,10,10
11-2014,225000.0,3,1.0,1410,7700,1.0,0,0,3,1,980,430,53,53
07-2014,640000.0,3,2.25,1980,10115,1.0,0,0,3,1,1980,0,56,56
06-2014,710000.0,3,3.5,2440,3427,2.0,0,0,3,1,1990,450,15,15
06-2014,325000.0,3,2.0,1350,11805,1.0,0,0,3,1,1350,0,29,29
07-2014,128750.0,3,1.0,880,7004,1.0,0,0,3,1,880,0,65,65
10-2014,465000.0,3,2.25,1920,7300,1.0,0,0,3,1,1240,680,54,54
07-2014,710000.0,4,1.75,2700,7625,1.0,0,0,4,1,1450,1250,78,78
03-2015,605000.0,4,2.75,1670,6000,1.0,0,0,5,1,840,830,98,98
06-2014,489950.0,3,2.25,1820,7326,2.0,0,0,3,1,1820,0,32,32
05-2014,365000.0,3,1.5,1310,8160,1.0,0,0,3,1,1310,0,65,65
02-2015,359950.0,3,2.0,1790,7212,1.0,0,0,4,1,1790,0,17,17
09-2014,495000.0,4,2.5,2460,4774,2.0,0,0,3,1,2460,0,9,9
05-2014,255000.0,3,1.5,1060,9039,1.0,0,0,3,1,1060,0,42,2
08-2014,330000.0,3,1.75,1340,10276,1.0,0,0,4,1,1340,0,54,54
07-2014,450000.0,3,1.75,1480,8394,1.0,0,0,4,1,1480,0,44,44
08-2014,375000.0,4,1.75,1940,15909,1.0,0,0,3,1,970,970,41,41
10-2014,570000.0,4,2.5,2280,4534,2.0,0,0,3,1,2280,0,12,12
04-2015,350000.0,3,2.25,1190,1022,3.0,0,0,3,1,1190,0,17,17
07-2014,513000.0,5,2.0,2270,8652,1.0,0,0,3,1,1150,1120,50,50
12-2014,450000.0,4,2.25,1990,7320,1.0,0,0,4,1,1030,960,50,50
02-2015,432500.0,4,1.75,1500,1856,1.0,0,0,5,1,750,750,114,114
01-2015,480000.0,3,2.25,1950,8892,2.0,0,0,3,1,1950,0,32,32
07-2014,402200.0,3,1.75,1790,6980,1.0,0,0,3,1,1330,460,35,35
04-2015,650000.0,3,1.0,1520,10227,1.0,0,0,4,1,1520,0,64,64
07-2014,312000.0,3,2.0,2440,13250,1.0,0,0,4,1,1440,1000,38,38
04-2015,610000.0,4,2.0,2220,5821,1.5,0,0,4,1,1380,840,99,99
03-2015,823000.0,5,1.75,2640,7722,1.5,0,0,4,1,1650,990,100,100
11-2014,471000.0,4,1.75,1450,3750,1.0,0,0,4,1,950,500,90,90
07-2014,481015.0,3,2.25,1550,5511,2.0,0,0,3,1,1550,0,28,28
09-2014,624000.0,4,3.25,2810,11250,1.0,0,0,3,1,1680,1130,35,35
03-2015,480000.0,4,2.5,2080,7966,1.0,0,0,3,1,1200,880,45,45
07-2014,815000.0,3,1.5,1370,8671,1.0,0,0,3,1,1370,0,60,60
05-2014,180000.0,3,1.0,1000,18513,1.0,0,0,3,1,1000,0,75,75
02-2015,156601.0,2,1.75,1210,9750,1.0,0,0,3,1,1210,0,31,31
07-2014,374950.0,4,2.5,2790,4650,2.0,0,0,3,1,2790,0,11,11
05-2014,368000.0,2,1.5,1660,4680,1.0,0,0,5,1,830,830,107,107
12-2014,550000.0,3,2.0,1650,3952,2.0,0,0,3,1,1650,0,65,65
07-2014,198000.0,3,1.75,1300,6318,1.0,0,0,3,1,1300,0,35,35
05-2014,345000.0,3,1.75,1090,7200,1.0,0,0,3,1,1090,0,47,47
01-2015,185900.0,3,1.0,940,10890,1.0,0,0,4,1,940,0,106,106
08-2014,345000.0,2,1.0,860,8250,1.0,0,0,3,1,860,0,75,75
11-2014,741000.0,4,2.75,2070,10125,1.0,0,0,3,1,1390,680,53,53
07-2014,737000.0,2,2.25,2290,9772,1.0,0,0,3,1,2290,0,8,8
07-2014,575000.0,3,1.75,2680,8625,1.0,0,0,5,1,1590,1090,41,41
10-2014,280000.0,4,2.0,1710,5440,1.0,0,0,5,1,1030,680,39,39
08-2014,583000.0,3,1.5,1800,10050,1.0,0,0,3,1,1800,0,60,60
05-2014,349950.0,3,2.5,1700,7496,2.0,0,0,3,1,1700,0,21,21
12-2014,429000.0,4,1.0,1350,3333,1.5,0,0,3,1,1350,0,103,103
02-2015,270000.0,5,2.5,2140,10320,1.0,0,0,4,1,1330,810,48,48
04-2015,352500.0,3,1.75,1500,10269,1.0,0,0,3,1,1030,470,57,57
03-2015,624000.0,3,1.75,1510,5200,1.0,0,0,4,1,860,650,93,93
12-2014,215000.0,5,1.5,1980,7958,1.5,0,0,3,1,1980,0,53,53
07-2014,440000.0,4,2.5,3220,8256,2.0,0,0,3,1,2610,610,9,9
05-2015,518000.0,2,1.5,1140,1149,2.0,0,0,3,1,940,200,14,14
03-2015,259500.0,3,2.25,1490,7589,2.0,0,0,3,1,1490,0,22,22
08-2014,290000.0,3,1.0,960,9000,1.0,0,0,4,1,960,0,60,60
04-2015,385000.0,4,3.0,2253,7700,2.0,0,0,3,1,2253,0,58,1
10-2014,259950.0,2,1.0,770,6542,1.0,0,0,3,1,770,0,67,67
04-2015,330000.0,2,2.5,1310,2915,2.0,0,0,3,1,1310,0,16,16
12-2014,280000.0,3,1.0,980,7480,1.0,0,0,3,1,830,150,67,67
08-2014,499000.0,3,2.25,3010,9600,2.0,0,0,3,1,2410,600,37,37
04-2015,325000.0,4,2.5,1830,7762,2.0,0,0,3,1,1830,0,22,22
04-2015,162248.0,2,1.0,800,8960,1.0,0,0,4,1,800,0,71,71
07-2014,430000.0,3,1.5,1810,5080,1.0,0,0,3,1,1030,780,57,57
01-2015,615500.0,3,1.5,1810,5080,1.0,0,0,3,1,1030,780,57,57
04-2015,260000.0,3,1.0,940,5650,1.0,0,0,3,1,940,0,66,66
11-2014,190000.0,3,1.0,1200,8316,1.0,0,0,4,1,1200,0,62,62
04-2015,625000.0,3,1.75,2100,3264,1.5,0,0,5,1,1350,750,103,103
12-2014,353000.0,4,2.5,1830,5331,2.0,0,0,3,1,1830,0,13,13
02-2015,390000.0,3,2.0,1010,14183,1.0,0,0,3,1,1010,0,33,33
03-2015,400000.0,3,2.5,2120,3757,2.0,0,0,3,1,2120,0,9,9
08-2014,1000000.0,5,3.0,3350,9450,2.0,0,0,5,1,2180,1170,103,35
07-2014,275000.0,3,1.5,1060,6954,1.0,0,0,4,1,1060,0,32,32
08-2014,450000.0,3,2.5,1670,2589,2.0,0,0,3,1,1670,0,15,15
09-2014,643002.0,3,2.5,1770,3744,1.5,0,0,3,1,1270,500,86,86
04-2015,468000.0,2,1.75,1510,4500,1.0,0,0,3,1,1510,0,37,37
02-2015,324950.0,4,2.5,1770,5000,2.0,0,0,3,1,1770,0,11,11
03-2015,290000.0,3,2.0,1260,7346,1.0,0,0,3,1,1260,0,28,28
04-2015,488500.0,3,2.0,1710,10959,1.0,0,0,4,1,1030,680,34,34
08-2014,367950.0,3,1.75,2290,8234,1.0,0,0,4,1,1250,1040,65,65
02-2015,285000.0,2,1.0,790,6555,1.0,0,0,2,1,790,0,59,59
04-2015,380000.0,3,2.5,2390,8102,2.0,0,0,4,1,2390,0,29,29
11-2014,336500.0,4,2.5,2500,5264,2.0,0,0,3,1,2500,0,12,12
06-2014,524000.0,2,1.0,1120,2000,1.5,0,0,3,1,1120,0,105,105
12-2014,172000.0,3,1.0,1340,10260,1.0,0,0,3,1,1340,0,47,47
08-2014,107000.0,3,1.5,910,5120,1.0,0,0,3,1,910,0,42,42
12-2014,232900.0,3,1.5,910,5120,1.0,0,0,3,1,910,0,42,42
01-2015,800000.0,4,3.5,2370,3302,2.0,0,0,3,1,1610,760,89,1
03-2015,248500.0,2,1.5,880,1498,2.0,0,0,3,1,880,0,16,16
11-2014,164000.0,3,1.0,1070,8250,1.0,0,0,3,1,1070,0,54,54
02-2015,570500.0,2,1.0,1380,1800,2.0,0,0,3,1,1080,300,61,61
06-2014,599990.0,3,2.25,2680,9162,1.0,0,0,3,1,1570,1110,37,37
10-2014,395000.0,5,1.75,2100,9599,1.0,0,0,3,1,1060,1040,54,54
09-2014,207000.0,3,1.0,920,5546,1.0,0,0,2,1,920,0,87,87
01-2015,237000.0,3,1.0,920,5546,1.0,0,0,2,1,920,0,87,87
12-2014,385000.0,4,2.5,1950,7350,1.0,0,0,3,1,1150,800,52,52
08-2014,335000.0,2,1.75,1660,11437,2.0,0,0,3,1,1660,0,57,23
05-2014,347000.0,4,1.5,2670,10026,2.0,0,0,3,1,2670,0,19,19
03-2015,204000.0,3,1.0,980,8000,1.0,0,0,4,1,980,0,61,61
05-2015,615000.0,4,2.25,1780,10260,2.0,0,0,3,1,1780,0,44,44
10-2014,943500.0,3,2.25,2370,10890,2.0,0,0,4,1,2370,0,35,35
04-2015,560000.0,3,2.0,1640,7333,1.0,0,0,4,1,1020,620,74,74
04-2015,547500.0,4,2.5,2610,7254,1.0,0,0,2,1,1610,1000,40,40
10-2014,359500.0,4,1.75,2030,7210,1.0,0,0,3,1,1450,580,47,47
05-2014,258000.0,3,1.75,1620,7540,1.0,0,0,3,1,1310,310,27,27
06-2014,253500.0,2,1.0,810,4800,1.0,0,0,3,1,810,0,67,67
04-2015,422500.0,3,1.0,1270,8920,1.0,0,0,5,1,1270,0,46,46
11-2014,239000.0,2,2.0,1470,2052,1.5,0,0,3,1,1470,0,29,29
04-2015,628000.0,3,2.25,1720,8521,1.0,0,0,4,1,1140,580,31,31
03-2015,352000.0,2,2.5,1320,1957,1.0,0,0,3,1,660,660,11,11
02-2015,311600.0,3,2.25,1358,1196,3.0,0,0,3,1,1358,0,8,8
10-2014,235000.0,4,1.5,2070,7245,1.0,0,0,4,1,1060,1010,51,51
08-2014,870000.0,5,2.25,2910,9525,2.0,0,0,4,1,2910,0,47,47
03-2015,190848.0,4,1.5,1370,7904,1.0,0,0,3,1,900,470,45,45
10-2014,570000.0,4,1.75,2340,5080,1.0,0,0,5,1,1170,1170,91,91
05-2014,575000.0,4,2.0,1650,5000,1.0,0,0,3,1,1650,0,60,60
05-2014,230000.0,2,0.75,650,5360,1.0,0,0,4,1,650,0,84,84
04-2015,680000.0,3,2.25,2300,9914,2.0,0,0,4,1,2300,0,35,35
10-2014,214950.0,3,1.0,1400,6600,1.0,0,0,3,1,1280,120,61,61
10-2014,580000.0,3,1.5,1800,6250,1.0,0,0,3,1,1420,380,68,68
08-2014,263000.0,3,1.5,1300,7885,1.0,0,0,3,1,1300,0,47,47
06-2014,317000.0,5,2.5,2360,11375,1.0,0,0,4,1,1180,1180,53,53
06-2014,899000.0,3,1.0,1480,6978,2.0,0,0,4,1,1480,0,66,30
11-2014,230000.0,3,1.0,1360,9310,1.0,0,0,4,1,1020,340,35,35
05-2015,430000.0,3,1.0,1210,5200,1.0,0,0,3,1,1210,0,74,74
10-2014,397000.0,3,1.0,860,6380,1.5,0,0,4,1,860,0,88,88
02-2015,595000.0,3,2.5,2250,8300,2.0,0,0,3,1,2250,0,12,12
03-2015,485000.0,3,1.75,2030,10089,1.0,0,0,4,1,1330,700,39,39
06-2014,185000.0,3,1.0,1840,8100,1.0,0,0,4,1,920,920,62,62
02-2015,340000.0,3,1.0,1840,8100,1.0,0,0,4,1,920,920,62,62
06-2014,236000.0,4,2.75,2000,5827,2.0,0,0,3,1,2000,0,18,18
09-2014,550000.0,4,2.5,2810,7549,2.0,0,0,3,1,2810,0,23,23
07-2014,680000.0,3,2.0,1780,5720,1.0,0,0,5,1,980,800,90,90
04-2015,630000.0,4,2.5,2540,8706,2.0,0,0,3,1,2540,0,18,18
10-2014,280000.0,3,2.25,1358,1141,3.0,0,0,3,1,1358,0,8,8
08-2014,225000.0,3,2.5,1750,7490,1.0,0,0,4,1,1180,570,36,36
12-2014,592500.0,3,2.0,1170,6750,1.0,0,0,5,1,800,370,68,68
10-2014,164000.0,4,1.0,1530,4875,2.0,0,0,3,1,1530,0,38,38
06-2014,320000.0,2,1.0,1100,8281,1.0,0,0,4,1,1100,0,68,68
06-2014,544000.0,4,2.5,2030,3974,2.0,0,0,3,1,2030,0,21,21
09-2014,344950.0,3,1.75,1870,7500,1.0,0,0,5,1,1320,550,37,37
12-2014,229000.0,2,1.0,810,5100,1.0,0,0,3,1,810,0,60,60
08-2014,397500.0,3,2.25,1430,1383,3.0,0,0,3,1,1430,0,10,10
04-2015,540000.0,4,2.0,2190,8402,2.0,0,0,4,1,2190,0,87,87
09-2014,650000.0,4,2.5,2290,10186,2.0,0,0,3,1,2290,0,30,30
01-2015,502775.0,3,1.75,1700,9840,1.0,0,0,4,1,1200,500,39,39
01-2015,222900.0,2,1.0,1110,6411,1.0,0,0,3,1,1110,0,71,71
08-2014,728000.0,4,2.5,2650,13684,2.0,0,0,3,1,2650,0,21,21
10-2014,525000.0,4,2.75,2530,17856,2.0,0,0,3,1,2530,0,17,17
09-2014,257000.0,3,1.0,1450,7850,1.5,0,0,5,1,1450,0,105,105
05-2014,433500.0,3,2.5,2200,3360,2.0,0,0,3,1,2200,0,6,6
04-2015,314950.0,4,1.75,1890,9623,1.0,0,0,4,1,1290,600,46,46
09-2014,500000.0,3,1.75,1530,14633,1.0,0,0,3,1,1100,430,38,38
06-2014,300000.0,3,1.5,1590,8911,1.0,0,0,3,1,1590,0,59,59
07-2014,645000.0,4,2.5,2690,18653,2.0,0,0,3,1,2690,0,30,30
10-2014,222500.0,3,1.0,990,10125,1.0,0,0,3,1,990,0,43,43
07-2014,275000.0,3,1.75,1300,8099,1.0,0,0,4,1,1080,220,39,39
04-2015,498000.0,3,1.5,1720,6570,1.5,0,0,4,1,1720,0,106,106
08-2014,297000.0,3,2.5,1840,8234,2.0,0,0,3,1,1840,0,21,21
10-2014,770000.0,4,2.5,3560,6187,2.0,0,0,3,1,3560,0,12,12
09-2014,517000.0,3,2.25,1640,4635,1.5,0,0,3,1,1540,100,85,85
10-2014,234550.0,3,1.0,1990,15375,1.0,0,0,3,1,1140,850,69,69
06-2014,585000.0,5,2.5,2670,16777,1.5,0,0,4,1,1620,1050,95,95
08-2014,733000.0,4,1.75,1930,3876,1.5,0,0,5,1,1450,480,91,91
11-2014,357950.0,2,1.0,810,3880,1.0,0,0,3,1,810,0,63,63
06-2014,530000.0,3,1.75,1550,3680,1.0,0,0,3,1,1050,500,88,88
12-2014,377500.0,4,2.5,2640,10720,2.0,0,0,3,1,2640,0,16,16
02-2015,475000.0,4,2.5,2320,10046,2.0,0,0,3,1,2320,0,9,9
11-2014,660000.0,3,2.0,2080,5750,1.0,0,0,5,1,1040,1040,89,89
10-2014,400000.0,5,2.25,2070,10488,1.0,0,0,4,1,1080,990,57,57
05-2014,440000.0,2,1.0,800,4850,1.0,0,0,4,1,800,0,71,71
02-2015,366400.0,4,2.25,2040,14383,1.0,0,0,4,1,1270,770,38,38
03-2015,627250.0,4,2.5,2830,10677,2.0,0,0,3,1,2830,0,22,22
07-2014,375950.0,3,1.75,1480,7560,1.0,0,0,3,1,1100,380,95,30
02-2015,162000.0,3,2.25,1810,6750,1.0,0,0,3,1,1280,530,37,37
07-2014,780000.0,3,2.75,1970,2600,2.5,0,0,3,1,1970,0,91,21
05-2014,705000.0,4,2.5,2650,4316,1.5,0,0,3,1,1520,1130,110,2
11-2014,311000.0,3,2.75,1400,7880,1.0,0,0,3,1,1000,400,34,34
06-2014,485000.0,3,2.5,1580,6065,2.0,0,0,3,1,1580,0,30,30
07-2014,485000.0,3,2.5,1800,11034,2.0,0,0,4,1,1800,0,28,28
07-2014,185000.0,3,1.0,1510,17040,1.0,0,0,4,1,1510,0,40,40
05-2015,260000.0,3,2.25,1610,7423,2.0,0,0,4,1,1610,0,25,25
04-2015,356000.0,4,2.5,2470,5074,2.0,0,0,3,1,2470,0,11,11
03-2015,225205.0,3,1.0,1200,7220,1.0,0,0,3,1,1200,0,38,38
12-2014,445000.0,3,1.0,1260,8910,1.0,0,0,4,1,1260,0,66,66
06-2014,356000.0,2,1.0,920,4095,1.0,0,0,4,1,920,0,101,101
10-2014,760250.0,5,2.75,2540,8250,1.0,0,0,4,1,1440,1100,62,62
04-2015,572000.0,2,2.0,1870,5143,1.0,0,0,3,1,1870,0,10,10
08-2014,348450.0,4,2.5,1950,8628,2.0,0,0,3,1,1950,0,21,21
05-2014,745000.0,3,1.75,1490,9800,1.0,0,0,4,1,1140,350,68,68
06-2014,355000.0,4,2.5,2040,8265,2.0,0,0,3,1,2040,0,19,19
03-2015,333000.0,4,2.5,2690,5505,2.0,0,0,3,1,2690,0,11,11
08-2014,282000.0,3,2.5,1610,6000,2.0,0,0,4,1,1610,0,22,22
05-2014,840500.0,3,2.0,2520,5400,1.5,0,0,4,1,1410,1110,109,109
04-2015,432000.0,3,1.75,1550,8134,1.0,0,0,4,1,1550,0,56,56
09-2014,209977.0,3,1.0,1170,6134,1.0,0,0,4,1,1170,0,67,67
07-2014,174000.0,2,1.0,900,13531,1.0,0,0,3,1,900,0,36,36
04-2015,740000.0,4,2.0,2800,8540,1.0,0,0,4,1,1730,1070,38,38
09-2014,518000.0,3,1.75,1830,4500,1.5,0,0,4,1,1830,0,106,106
03-2015,539000.0,3,1.75,1380,3225,1.0,0,0,4,1,940,440,100,100
04-2015,575000.0,3,2.75,1990,9600,1.0,0,0,3,1,1530,460,37,37
02-2015,530000.0,2,1.75,1170,976,2.0,0,0,3,1,780,390,5,5
03-2015,1030000.0,4,2.5,2620,11200,1.0,0,0,4,1,1770,850,53,53
08-2014,230000.0,3,1.0,880,7500,1.0,0,0,3,1,880,0,37,37
01-2015,350000.0,4,2.5,2260,7500,1.0,0,0,3,1,1460,800,50,50
04-2015,595000.0,3,1.0,1300,11520,1.0,0,0,3,1,1300,0,57,57
07-2014,440000.0,3,1.75,1450,6829,1.0,0,0,3,1,1450,0,32,32
02-2015,550000.0,3,1.0,1110,6000,1.0,0,0,3,1,1110,0,111,111
05-2014,375000.0,3,1.5,1100,1751,2.0,0,0,3,1,940,160,8,8
12-2014,567500.0,2,1.5,1350,4592,1.0,0,0,3,1,1070,280,76,76
10-2014,114000.0,2,1.0,730,5200,1.0,0,0,3,1,730,0,87,87
08-2014,608000.0,2,1.0,1390,3600,1.0,0,0,4,1,1010,380,102,102
10-2014,381800.0,4,2.0,1530,5250,1.0,0,0,3,1,1110,420,34,34
07-2014,330000.0,3,2.0,2170,3978,1.0,0,0,5,1,1340,830,96,96
05-2014,90000.0,2,1.0,790,2640,1.0,0,0,3,1,790,0,42,42
07-2014,312000.0,2,1.75,1160,8625,1.0,0,0,4,1,1160,0,74,74
05-2014,339000.0,3,1.0,1080,8100,1.0,0,0,4,1,1080,0,60,60
05-2014,313000.0,3,1.75,2190,8000,1.0,0,0,4,1,2190,0,48,48
05-2014,618080.0,3,2.5,2030,6500,2.0,0,0,3,1,2030,0,27,27
10-2014,325000.0,3,2.25,2480,8755,2.0,0,0,3,1,2480,0,36,36
07-2014,242000.0,4,1.0,2240,7620,1.0,0,0,3,1,1120,1120,49,49
12-2014,364000.0,2,1.5,1650,7311,1.0,0,0,3,1,860,790,37,37
05-2014,660000.0,4,2.5,2550,10000,1.0,0,0,3,1,1290,1260,51,51
09-2014,417000.0,4,2.0,2090,4000,1.0,0,0,3,1,1060,1030,108,108
04-2015,213800.0,2,1.0,740,5200,1.0,0,0,4,1,740,0,63,63
10-2014,400000.0,2,1.75,960,6200,1.0,0,0,4,1,960,0,69,69
03-2015,759950.0,4,3.5,2100,7560,2.0,0,0,5,1,2100,0,10,10
04-2015,990000.0,4,2.5,2540,5930,2.0,0,0,3,1,2540,0,12,12
08-2014,710000.0,3,1.75,1650,10250,1.0,0,0,5,1,1650,0,52,52
09-2014,515000.0,4,2.5,2280,14810,1.0,0,0,5,1,1500,780,38,38
06-2014,638000.0,3,2.0,1660,3729,1.0,0,0,5,1,970,690,93,93
02-2015,370000.0,4,2.0,2020,8100,1.5,0,0,4,1,1160,860,69,69
01-2015,184000.0,3,1.0,970,14850,1.0,0,0,3,1,970,0,47,47
07-2014,583800.0,3,2.5,2480,6600,2.0,0,0,3,1,2480,0,13,13
10-2014,309500.0,3,1.0,1250,7320,1.0,0,0,3,1,1250,0,47,47
06-2014,215000.0,2,1.0,710,7200,1.0,0,0,3,1,710,0,72,72
06-2014,410000.0,4,2.0,1970,10500,1.0,0,0,3,1,1820,150,54,54
10-2014,478000.0,2,1.0,820,6000,1.0,0,0,3,1,820,0,76,76
09-2014,431000.0,2,1.0,1000,6500,1.0,0,0,4,1,1000,0,97,97
04-2015,648000.0,5,2.25,2410,12000,2.0,0,0,4,1,2410,0,42,42
06-2014,640000.0,3,2.5,2370,11172,2.0,0,0,3,1,2370,0,22,22
06-2014,835000.0,2,2.0,2280,6815,1.0,0,0,3,1,2280,0,13,13
07-2014,469775.0,2,1.75,1530,7020,1.0,0,0,3,1,1030,500,73,73
07-2014,677915.0,3,2.0,1740,3600,1.0,0,0,5,1,990,750,92,92
07-2014,671000.0,4,3.0,3130,5700,1.5,0,0,3,1,1750,1380,62,62
07-2014,205000.0,4,2.0,2200,13320,1.0,0,0,3,1,1100,1100,71,71
04-2015,350000.0,4,1.0,1510,7200,1.5,0,0,4,1,1510,0,60,60
08-2014,360000.0,3,1.75,1560,7930,2.0,0,0,4,1,1560,0,35,35
11-2014,313999.0,4,2.25,1870,4198,2.0,0,0,3,1,1870,0,7,7
04-2015,300000.0,3,2.25,2070,7225,1.0,0,0,3,1,1690,380,36,36
02-2015,227490.0,3,1.75,1820,7194,1.0,0,0,4,1,1820,0,48,48
11-2014,470950.0,3,2.5,2560,16420,2.0,0,0,4,1,2560,0,26,26
12-2014,412000.0,3,2.5,2210,7000,2.0,0,0,4,1,2210,0,30,30
06-2014,589500.0,4,2.5,2630,6326,2.0,0,0,3,1,2630,0,7,7
10-2014,190000.0,3,1.0,1200,10458,1.0,0,0,4,1,1200,0,54,54
04-2015,456200.0,2,1.75,1210,7733,1.0,0,0,3,1,1210,0,111,111
09-2014,225000.0,3,1.0,1290,8470,1.0,0,0,4,1,970,320,49,49
07-2014,740000.0,4,2.5,3360,15091,2.0,0,0,3,1,3360,0,18,18
12-2014,467000.0,3,1.75,2660,5511,1.0,0,0,3,1,1330,1330,67,67
10-2014,385000.0,2,1.0,770,7554,1.0,0,0,3,1,770,0,69,69
10-2014,670000.0,3,2.5,1800,4763,2.0,0,0,3,1,1240,560,30,30
04-2015,500000.0,4,2.5,2900,5760,1.0,0,0,4,1,1660,1240,56,56
06-2014,352450.0,3,2.0,1430,6000,1.0,0,0,5,1,1430,0,70,70
10-2014,669888.0,4,2.75,2550,7591,2.0,0,0,3,1,2550,0,26,26
06-2014,405000.0,3,2.75,1310,7300,1.0,0,0,3,1,1310,0,58,58
05-2014,518000.0,3,1.5,1430,8000,1.0,0,0,4,1,1430,0,59,59
10-2014,280000.0,4,1.0,1880,6288,1.0,0,0,3,1,1120,760,41,41
07-2014,435000.0,3,2.5,1600,2375,2.0,0,0,3,1,1600,0,10,10
05-2015,314950.0,3,2.0,1760,9732,1.0,0,0,3,1,1760,0,19,19
02-2015,209900.0,2,2.0,1180,3003,2.0,0,0,3,1,1180,0,10,10
07-2014,442000.0,4,1.5,1960,12688,1.5,0,0,4,1,1960,0,53,53
04-2015,340000.0,4,1.0,1140,13440,1.0,0,0,2,1,1140,0,71,71
06-2014,230000.0,3,1.75,1400,6956,1.0,0,0,4,1,1400,0,58,58
03-2015,265000.0,2,1.0,910,4600,1.0,0,0,3,1,910,0,98,98
12-2014,585000.0,3,3.25,3050,12700,2.0,0,0,3,1,2240,810,25,25
08-2014,475000.0,3,1.0,1270,8000,1.0,0,0,4,1,1270,0,56,56
11-2014,520000.0,3,2.0,1670,8800,1.0,0,0,4,1,1150,520,54,54
01-2015,515000.0,4,2.5,1800,4338,2.0,0,0,3,1,1800,0,14,14
05-2015,577500.0,2,1.0,1640,5515,1.0,0,0,4,1,940,700,89,89
07-2014,269900.0,3,2.25,1740,9672,1.0,0,0,4,1,1110,630,52,52
05-2014,329000.0,3,1.0,1600,5952,1.0,0,0,4,1,1150,450,51,51
04-2015,458500.0,3,1.5,1280,1920,1.5,0,0,3,1,1280,0,110,25
04-2015,361500.0,4,2.5,1980,7334,2.0,0,0,3,1,1980,0,12,12
08-2014,325000.0,2,1.0,900,8374,1.0,0,0,3,1,900,0,31,31
08-2014,370000.0,3,2.5,2490,4244,2.0,0,0,3,1,2490,0,10,10
09-2014,450000.0,2,2.0,1510,4908,1.0,0,0,3,1,1510,0,9,9
12-2014,676000.0,3,2.5,2240,3825,2.0,0,0,3,1,2240,0,20,20
10-2014,290000.0,3,1.75,1460,7980,1.0,0,0,3,1,1460,0,43,43
